0,  0.006736040115356445,179 , 24
1,  0.1674349308013916,2125 , 120
2,  0.01548004150390625,431 , 44
3,  0.022377967834472656,511 , 46
4,  0.0733950138092041,1403 , 124
5,  0.03353095054626465,611 , 82
6,  0.04227590560913086,686 , 78
7,  0.18701410293579102,1703 , 193
8,  0.056154727935791016,1095 , 90
9,  0.09421610832214355,902 , 144
10,  0.04848217964172363,1280 , 72
11,  0.03158307075500488,537 , 51
12,  0.06809306144714355,781 , 84
13,  0.23367571830749512,1788 , 167
14,  0.0783689022064209,964 , 75
15,  0.06788206100463867,1877 , 99
16,  0.07765817642211914,1252 , 104
17,  0.030457019805908203,417 , 50
18,  0.07828807830810547,1171 , 128
19,  0.049736976623535156,1169 , 68
20,  0.008383035659790039,249 , 38
21,  0.17398619651794434,2005 , 153
22,  0.12079310417175293,1175 , 144
23,  0.042276859283447266,986 , 79
24,  0.09327888488769531,957 , 109
25,  0.053568124771118164,765 , 110
26,  0.2788400650024414,3858 , 192
27,  0.012885332107543945,286 , 33
28,  0.3425781726837158,2622 , 277
29,  0.1733107566833496,4252 , 115
30,  0.09315991401672363,1229 , 121
31,  0.21482276916503906,2113 , 151
32,  0.007061958312988281,236 , 30
33,  0.17506098747253418,1158 , 135
34,  0.09390020370483398,1409 , 114
35,  0.0807957649230957,1380 , 104
36,  0.15682363510131836,1811 , 114
37,  0.17164325714111328,2232 , 130
38,  0.11343693733215332,1261 , 157
39,  0.035704851150512695,615 , 65
40,  0.34468793869018555,4712 , 256
41,  0.13608312606811523,1233 , 137
42,  0.05663895606994629,720 , 93
43,  0.08648014068603516,905 , 105
44,  0.030375957489013672,695 , 57
45,  0.037322044372558594,852 , 71
46,  0.04948019981384277,1375 , 65
47,  0.009809017181396484,258 , 28
48,  0.0435640811920166,774 , 92
49,  0.37369799613952637,2363 , 245
50,  0.1749870777130127,1443 , 185
51,  0.06248593330383301,892 , 86
52,  0.14638304710388184,984 , 150
53,  0.03237009048461914,544 , 57
54,  0.01287698745727539,296 , 46
55,  0.10523390769958496,2096 , 99
56,  0.36834716796875,4122 , 256
57,  0.2619211673736572,1842 , 198
58,  0.14977097511291504,1241 , 158
59,  0.10424995422363281,1483 , 110
60,  0.06033182144165039,1047 , 89